1 - Sexo/Gênero;2 - Idade;3 - Raça/Cor;4 - Estado Civil:;5 - Você possui trabalho formal?;5.0 - Área de atuação do trabalho formal;5.1 - Você trabalha na área de seu curso?;6 - Qual é sua jornada de trabalho semanal?;7 - Qual é a renda média de seu grupo familiar?;7.0 - Quantas pessoas vivem dessa renda?;7.1 - Qual a sua renda salarial?;8 - Você cursou o Ensino Médio em que tipo de escola?;9 - Qual a modalidade do Ensino Médio que você cursou?;10 - Há quanto tempo você finalizou o Ensino Médio?;11 - Você reside no mesmo município do Polo de Apoio Presencial em que vai estudar?;12 - Se não reside no município do Polo de Apoio Presencial, qual a distância da sua residência até o Polo?;13 - Você já tem um curso de graduação concluído?;13 - Que tipo de graduação você cursou anteriormente?;11 - Você possui alguma experiência prévia com EaD?;18 - Em que local você poderá acessar com mais frequência o AVA?;16 - Em qual turno você pretende acessar o AVA do curso para realização das atividades?;15 - Em que dias da semana, preferencialmente, você acessa o AVA?;17 - O que te levou a optar por um curso de graduação a distância?;18 - Você tem acesso a internet em casa?;18.0 - Tipo da internet em casa?;19 - Você apresenta alguma necessidade educacional especial?;19.0 - Se apresenta alguma necessidade educacional especial, especifique.;20 - Você dispõe de qual  ferramenta tecnológica para realização das atividades do curso?;22 - O que você considera mais importante para a sua jornada de aprendizagem na EaD?;19 - Curso de Graduação;Oferta;Evadiu?
Masculino;De 24 a 29 anos;Parda;Solteiro(a);Não;Trabalho sem contribuições oficiais de INSS, FGTS etc.;;Mais de 40 horas;De 2 a 4 salários mínimos;De 3 a 5 pessoas;;Escola pública;Ensino Médio Regular;Mais de 10 anos;Sim;Moro no mesmo município do polo;Sim;A distância (ou semipresencial);Sim;Em casa;Noite;De segunda à sexta-feira;Carga horária flexível e compatível com minha realidade;Sim;;Não;Não tenho necessidades especiais;Computador (de mesa ou portátil) apenas;;Geografia - Licenciatura;2020;1
Masculino;De 40 a 45 anos;Branca;Casado(a);Sim;Trabalho no serviço público (federal, estadual ou municipal);;De 21 a 40 horas;De 2 a 4 salários mínimos;De 3 a 5 pessoas;;Escola pública;Ensino Médio Regular;Mais de 10 anos;Sim;Moro no mesmo município do polo;Sim;Presencial;Sim;Em casa;Noite;De segunda à sexta-feira;Autonomia nos estudos;Sim;;Não;Não tenho necessidades especiais;Computador (de mesa ou portátil) apenas;;Geografia - Licenciatura;2020;1
Masculino;De 36 a 40 anos;Parda;Casado(a);Não;Trabalho sem contribuições oficiais de INSS, FGTS etc.;;Mais de 40 horas;Até 1 salário mínimo;De 1 a 3 pessoas;;Não informado;Combinação de modalidades;De 3 a 5 anos;Sim;Moro no mesmo município do polo;Não;Não fiz outra graduação;Não;Em casa;Noite;De segunda à sexta-feira;Autonomia nos estudos;Sim;;Não;Não tenho necessidades especiais;Computador (de mesa ou portátil) apenas;;Geografia - Licenciatura;2020;1
Feminino;De 30 a 35 anos;Parda;Solteiro(a);Não;Trabalho sem contribuições oficiais de INSS, FGTS etc.;;De 21 a 40 horas;De 2 a 4 salários mínimos;De 1 a 3 pessoas;;Escola pública;Ensino Médio Regular;Mais de 10 anos;Não;Até 50 km;Sim;Presencial;Sim;No trabalho;Manhã;De segunda à sexta-feira;Autonomia nos estudos;Sim;;Não;Não tenho necessidades especiais;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
Feminino;De 36 a 40 anos;Parda;Casado(a);Não;Não estou trabalhando;;Não trabalho;De 2 a 4 salários mínimos;De 3 a 5 pessoas;;Escola pública;Ensino Médio Regular;Mais de 10 anos;Não;Até 50 km;Não;Não fiz outra graduação;Sim;Em casa;Noite;De segunda à sexta-feira;Carga horária flexível e compatível com minha realidade;Sim;;Não;Não tenho necessidades especiais;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
Feminino;De 36 a 40 anos;Branca;Divorciado(a);Não;Não estou trabalhando;;Não trabalho;De 2 a 4 salários mínimos;De 3 a 5 pessoas;;Escola pública;Ensino Médio Regular;Mais de 10 anos;Sim;Moro no mesmo município do polo;Sim;Presencial;Sim;Em casa;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;;Não;Não tenho necessidades especiais;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
Masculino;De 24 a 29 anos;Branca;Casado(a);Sim;Trabalho no serviço público (federal, estadual ou municipal);;De 21 a 40 horas;Até 1 salário mínimo;De 1 a 3 pessoas;;Escola pública;Ensino Médio Regular;De 6 a 10 anos;Sim;Moro no mesmo município do polo;Sim;A distância (ou semipresencial);Não;Em casa;Tarde;De segunda à sexta-feira;Carga horária flexível e compatível com minha realidade;Sim;;Não;Não tenho necessidades especiais;Smartphone;;Letras Inglês - Licenciatura;2020;0
Feminino;De 24 a 29 anos;Parda;Solteiro(a);Não;Não estou trabalhando;;Não trabalho;De 5 ou mais salários mínimos;De 3 a 5 pessoas;;Escola privada;Ensino Médio Regular;De 6 a 10 anos;Sim;Moro no mesmo município do polo;Sim;Presencial;Não;Em casa;Manhã;De segunda à sexta-feira;Autonomia nos estudos;Sim;;Não;Não tenho necessidades especiais;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
Feminino;De 36 a 40 anos;Branca;Casado(a);Sim;Trabalho no serviço público (federal, estadual ou municipal);;De 21 a 40 horas;De 2 a 4 salários mínimos;De 3 a 5 pessoas;;Escola pública;Ensino Médio Regular;Mais de 10 anos;Sim;Moro no mesmo município do polo;Não;A distância (ou semipresencial);Sim;Em casa;Manhã;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;;Não;Não tenho necessidades especiais;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
Feminino;Acima de 50 anos;Parda;Solteiro(a);Sim;Trabalho no setor privado com carteira assinada;;Mais de 40 horas;De 2 a 4 salários mínimos;De 1 a 3 pessoas;;Escola pública;Ensino Médio Regular;Mais de 10 anos;Sim;Moro no mesmo município do polo;Não;Não fiz outra graduação;Sim;Em casa;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;;Não;Visual;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
Masculino;De 36 a 40 anos;Parda;Casado(a);Sim;Trabalho no serviço público (federal, estadual ou municipal);;Até 20 horas;De 2 a 4 salários mínimos;De 5 a 8 pessoas;;Escola pública;Ensino Médio Regular;Mais de 10 anos;Sim;Moro no mesmo município do polo;Sim;Presencial;Sim;Em casa;Noite;De segunda à sexta-feira;Carga horária flexível e compatível com minha realidade;Sim;;Sim;monocular;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
Feminino;Acima de 50 anos;Branca;Casado(a);Sim;Trabalho no serviço público (federal, estadual ou municipal);;Mais de 40 horas;De 2 a 4 salários mínimos;De 1 a 3 pessoas;;Escola privada;Ensino Médio Regular;Mais de 10 anos;Sim;Moro no mesmo município do polo;Sim;Presencial;Sim;Em casa;Noite;De segunda à sexta-feira;Carga horária flexível e compatível com minha realidade;Sim;;Não;Não tenho necessidades especiais;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
Feminino;De 40 a 45 anos;Branca;Divorciado(a);Não;Trabalho sem contribuições oficiais de INSS, FGTS etc.;;De 21 a 40 horas;Até 1 salário mínimo;De 1 a 3 pessoas;;Escola pública;Ensino Médio Regular;Mais de 10 anos;Sim;Moro no mesmo município do polo;Não;A distância (ou semipresencial);Sim;No Polo;Manhã;De segunda à sexta-feira;outros;Sim;;Não;Não tenho necessidades especiais;Smartphone;;Letras Inglês - Licenciatura;2020;0
Feminino;De 18 a 23 anos;Preta;Solteiro(a);Não;Não estou trabalhando;;Não trabalho;Até 1 salário mínimo;De 1 a 3 pessoas;;Escola pública;Ensino Médio Regular;De 3 a 5 anos;Não;De 50 km a 100 km;Não;Não fiz outra graduação;Não;Em casa;Noite;Sábados e domingos;Facilidade de acesso às aulas e ao material didático;Sim;;Não;Não tenho necessidades especiais;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
Feminino;De 24 a 29 anos;Preta;Solteiro(a);Não;Não estou trabalhando;;Não trabalho;De 2 a 4 salários mínimos;De 1 a 3 pessoas;;Escola pública;Ensino Médio Regular;De 6 a 10 anos;Não;De 100 km a 200 km;Não;Não fiz outra graduação;Não;Em casa;Noite;De segunda à sexta-feira;Autonomia nos estudos;Sim;;Não;Não tenho necessidades especiais;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
Feminino;De 18 a 23 anos;Preta;Solteiro(a);Não;Trabalho sem contribuições oficiais de INSS, FGTS etc.;;Até 20 horas;De 2 a 4 salários mínimos;De 3 a 5 pessoas;;Escola pública;Ensino Médio Regular;De 1 a 2 anos;Não;De 50 km a 100 km;Não;Não fiz outra graduação;Não;Em casa;Noite;De segunda à sexta-feira;Autonomia nos estudos;Sim;;Não;Não tenho necessidades especiais;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
Masculino;De 24 a 29 anos;Branca;Solteiro(a);Sim;Trabalho no serviço público (federal, estadual ou municipal);;De 21 a 40 horas;De 2 a 4 salários mínimos;De 3 a 5 pessoas;;Escola pública;Ensino Médio Regular;De 6 a 10 anos;Sim;Moro no mesmo município do polo;Sim;Presencial;Não;Em casa;Noite;De segunda à sexta-feira;Carga horária flexível e compatível com minha realidade;Sim;;Não;Não tenho necessidades especiais;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
Feminino;De 40 a 45 anos;Parda;Solteiro(a);Sim;Trabalho no serviço público (federal, estadual ou municipal);;Até 20 horas;Até 1 salário mínimo;De 3 a 5 pessoas;;Escola pública;Educação de Jovens e Adultos (EJA);Mais de 10 anos;Sim;Moro no mesmo município do polo;Não;Não fiz outra graduação;Sim;Em casa;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;;Não;Não tenho necessidades especiais;Smartphone;;Letras Inglês - Licenciatura;2020;0
Feminino;De 40 a 45 anos;Parda;Solteiro(a);Sim;Trabalho no serviço público (federal, estadual ou municipal);;De 21 a 40 horas;De 2 a 4 salários mínimos;De 1 a 3 pessoas;;Escola pública;Ensino Médio Regular;Mais de 10 anos;Sim;Moro no mesmo município do polo;Sim;Presencial;Sim;Em casa;Manhã;De segunda à sexta-feira;Carga horária flexível e compatível com minha realidade;Sim;;Não;Não tenho necessidades especiais;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
Feminino;De 36 a 40 anos;Branca;Casado(a);Sim;Trabalho no serviço público (federal, estadual ou municipal);;De 21 a 40 horas;De 5 ou mais salários mínimos;De 3 a 5 pessoas;;Escola pública;Ensino Médio Regular;Mais de 10 anos;Sim;Moro no mesmo município do polo;Sim;Presencial;Sim;Em casa;Noite;De segunda à sexta-feira;Autonomia nos estudos;Sim;;Não;Não tenho necessidades especiais;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
Feminino;De 24 a 29 anos;Parda;Casado(a);Não;Não estou trabalhando;;Não trabalho;De 2 a 4 salários mínimos;De 1 a 3 pessoas;;Escola pública;Ensino Médio Regular;Mais de 10 anos;Sim;Moro no mesmo município do polo;Não;Não fiz outra graduação;Não;Em casa;Tarde;De segunda à sexta-feira;Autonomia nos estudos;Sim;;Não;Não tenho necessidades especiais;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
Feminino;De 18 a 23 anos;Parda;Solteiro(a);Não;Não estou trabalhando;;Não trabalho;De 2 a 4 salários mínimos;De 1 a 3 pessoas;;Escola privada;Ensino Médio Regular;De 3 a 5 anos;Sim;Moro no mesmo município do polo;Não;Não fiz outra graduação;Não;Em casa;Manhã;De segunda à sexta-feira;Carga horária flexível e compatível com minha realidade;Sim;;Não;Não tenho necessidades especiais;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
Feminino;De 46 a 50 anos;Parda;Divorciado(a);Sim;Trabalho no setor privado com carteira assinada;;Mais de 40 horas;Até 1 salário mínimo;De 3 a 5 pessoas;;Escola pública;Ensino Médio Regular;Mais de 10 anos;Sim;Moro no mesmo município do polo;Sim;A distância (ou semipresencial);Não;outros;Noite;De segunda à sexta-feira;Carga horária flexível e compatível com minha realidade;Não;;Sim;Visual;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
Masculino;Acima de 50 anos;Parda;Solteiro(a);Sim;Trabalho no serviço público (federal, estadual ou municipal);;De 21 a 40 horas;Até 1 salário mínimo;De 1 a 3 pessoas;;Escola pública;Educação de Jovens e Adultos (EJA);Mais de 10 anos;Sim;Moro no mesmo município do polo;Não;Não fiz outra graduação;Não;Em casa;Tarde;De segunda à sexta-feira;Custos mais baixos para concluir o curso;Sim;;Não;Não tenho necessidades especiais;Smartphone;;Letras Inglês - Licenciatura;2020;0
Feminino;De 40 a 45 anos;Parda;Casado(a);Sim;Trabalho no serviço público (federal, estadual ou municipal);;Mais de 40 horas;Até 1 salário mínimo;De 3 a 5 pessoas;;Escola pública;Ensino Médio Regular;Mais de 10 anos;Sim;Moro no mesmo município do polo;Sim;Presencial;Sim;Em casa;Noite;De segunda à sexta-feira;Carga horária flexível e compatível com minha realidade;Sim;;Não;Não tenho necessidades especiais;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
Feminino;Acima de 50 anos;Amarela;Divorciado(a);Sim;Trabalho no serviço público (federal, estadual ou municipal);;De 21 a 40 horas;De 2 a 4 salários mínimos;De 1 a 3 pessoas;;Não informado;Combinação de modalidades;Mais de 10 anos;Não;De 50 km a 100 km;Não;Não fiz outra graduação;Não;outros;Noite;De segunda à sexta-feira;outros;Sim;;Não;Não tenho necessidades especiais;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
Feminino;De 30 a 35 anos;Parda;Casado(a);Não;Trabalho sem contribuições oficiais de INSS, FGTS etc.;;De 21 a 40 horas;Até 1 salário mínimo;De 3 a 5 pessoas;;Escola pública;Ensino Médio Regular;Mais de 10 anos;Sim;Moro no mesmo município do polo;Sim;Presencial;Não;Em casa;Noite;Sábados e domingos;Autonomia nos estudos;Sim;;Não;Não tenho necessidades especiais;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
Feminino;De 30 a 35 anos;Parda;Casado(a);Não;Não estou trabalhando;;Não trabalho;Até 1 salário mínimo;;;Escola pública;Não informado;Mais de 10 anos;Sim;Moro no mesmo município do polo;Sim;A distância (ou semipresencial);Sim;Em casa;Noite;Não informado;Autonomia nos estudos;Sim;;Não;Não tenho necessidades especiais;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
Feminino;De 36 a 40 anos;Branca;Solteiro(a);Sim;Trabalho no serviço público (federal, estadual ou municipal);;De 21 a 40 horas;De 2 a 4 salários mínimos;De 1 a 3 pessoas;;Escola pública;Educação de Jovens e Adultos (EJA);Mais de 10 anos;Sim;Moro no mesmo município do polo;Não;Não fiz outra graduação;Sim;Em casa;Noite;De segunda à sexta-feira;Custos mais baixos para concluir o curso;Sim;;Não;Não tenho necessidades especiais;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
Feminino;De 36 a 40 anos;Parda;Casado(a);Não;Trabalho sem contribuições oficiais de INSS, FGTS etc.;;Mais de 40 horas;De 2 a 4 salários mínimos;De 1 a 3 pessoas;;Escola pública;Ensino Médio Regular;Mais de 10 anos;Sim;Moro no mesmo município do polo;Sim;Presencial;Não;No trabalho;Tarde;De segunda à sexta-feira;Carga horária flexível e compatível com minha realidade;Não;;Não;Não tenho necessidades especiais;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
Masculino;De 40 a 45 anos;Parda;Solteiro(a);Não;Trabalho sem contribuições oficiais de INSS, FGTS etc.;;Mais de 40 horas;De 2 a 4 salários mínimos;De 3 a 5 pessoas;;Escola privada;Educação de Jovens e Adultos (EJA);Mais de 10 anos;Sim;Moro no mesmo município do polo;Não;A distância (ou semipresencial);Sim;Em casa;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;;Não;Visual;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
Feminino;De 36 a 40 anos;Preta;Solteiro(a);Sim;Trabalho no serviço público (federal, estadual ou municipal);;De 21 a 40 horas;Até 1 salário mínimo;De 1 a 3 pessoas;;Escola pública;Ensino Médio Regular;Mais de 10 anos;Não;De 50 km a 100 km;Não;Não fiz outra graduação;Não;Em casa de familiares e/ou amigos;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;;Não;Não tenho necessidades especiais;Smartphone;;Letras Inglês - Licenciatura;2020;0
Feminino;De 36 a 40 anos;Parda;Casado(a);Sim;Trabalho no serviço público (federal, estadual ou municipal);;Até 20 horas;Até 1 salário mínimo;De 3 a 5 pessoas;;Escola pública;Ensino Médio Regular;Mais de 10 anos;Sim;Moro no mesmo município do polo;Sim;Presencial;Sim;Em casa;Manhã;De segunda à sexta-feira;Carga horária flexível e compatível com minha realidade;Sim;;Não;Não tenho necessidades especiais;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
Masculino;De 36 a 40 anos;Preta;Casado(a);Não;Trabalho sem contribuições oficiais de INSS, FGTS etc.;;De 21 a 40 horas;Até 1 salário mínimo;De 3 a 5 pessoas;;Escola pública;Ensino Médio Regular;Mais de 10 anos;Sim;Moro no mesmo município do polo;Não;Não fiz outra graduação;Não;Em casa;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;;Não;Não tenho necessidades especiais;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
Feminino;De 30 a 35 anos;Branca;Solteiro(a);Não;Trabalho sem contribuições oficiais de INSS, FGTS etc.;;De 21 a 40 horas;De 2 a 4 salários mínimos;De 1 a 3 pessoas;;Escola pública;Ensino Médio Regular;Mais de 10 anos;Não;Até 50 km;Sim;Presencial;Sim;Em casa;Noite;De segunda à sexta-feira;Carga horária flexível e compatível com minha realidade;Sim;;Não;Não tenho necessidades especiais;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
Feminino;De 46 a 50 anos;Amarela;Casado(a);Não;Trabalho como contribuinte autônomo ou MEI;;Mais de 40 horas;De 2 a 4 salários mínimos;;;Escola pública;Não informado;Mais de 10 anos;Não;Até 50 km;Sim;A distância (ou semipresencial);Sim;Em casa;Noite;Não informado;Facilidade de acesso às aulas e ao material didático;Sim;;Não;Não tenho necessidades especiais;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
Feminino;De 30 a 35 anos;Parda;Casado(a);Não;Não estou trabalhando;;Não trabalho;Até 1 salário mínimo;De 1 a 3 pessoas;;Escola pública;Ensino Médio Regular;Mais de 10 anos;Sim;De 50 km a 100 km;Não;Não fiz outra graduação;Não;Em casa;Manhã;De segunda à sexta-feira;Carga horária flexível e compatível com minha realidade;Sim;;Não;Não tenho necessidades especiais;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
Feminino;De 30 a 35 anos;Branca;Casado(a);Sim;Trabalho no serviço público (federal, estadual ou municipal);;Mais de 40 horas;Até 1 salário mínimo;De 1 a 3 pessoas;;Escola pública;Ensino Médio Regular;Mais de 10 anos;Sim;Moro no mesmo município do polo;Não;Não fiz outra graduação;Não;Em casa;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;;Não;Não tenho necessidades especiais;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
Masculino;De 40 a 45 anos;Parda;Solteiro(a);Sim;Trabalho no serviço público (federal, estadual ou municipal);;Até 20 horas;De 2 a 4 salários mínimos;De 3 a 5 pessoas;;Escola pública;Ensino Médio Regular;Mais de 10 anos;Sim;Moro no mesmo município do polo;Sim;Presencial;Sim;Em casa;Tarde;De segunda à sexta-feira;Autonomia nos estudos;Sim;;Não;Não tenho necessidades especiais;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
Masculino;De 46 a 50 anos;Branca;Casado(a);Sim;Trabalho no serviço público (federal, estadual ou municipal);;Mais de 40 horas;Até 1 salário mínimo;De 3 a 5 pessoas;;Escola privada;Ensino Médio Regular;Mais de 10 anos;Não;De 100 km a 200 km;Sim;Presencial;Sim;Em casa;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;;Sim;Monoparia (cotovelo direito).;Computador (de mesa ou portátil) apenas;;Letras Inglês - Licenciatura;2020;0
