idade_em_2023;cidade;nome_curso;nome_polo;distancia_polo;distancia_cidade_polo;ano_ingresso;genero;raca;estado_civil;profissao;jornada;renda_familiar;modalidade_ensino_medio;tipo_instituicao;tempo_ensino_medio;possui_graduacao;modalidade_graduacao;ja_fez_curso_ead;turno_ava;dias_acesso_ava;motivo_ead;internet_casa;local_acesso_ava;tipo_necessidade_especial;ferramenta_tecnologica;evadiu
41;Brasília de Minas;Geografia - Licenciatura;Brasília de Minas;0;Moro no mesmo município do polo;2020;Feminino;Parda;Casado(a);Não, não estou trabalhando;Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Não;Tarde;De segunda a sexta;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador;0
43;Buritizeiro;Educação Física - Licenciatura Plena;Buritizeiro;0;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;A distância (ou semipresencial);Sim;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
43;Rio Pardo de Minas;Pedagogia - Licenciatura;Rio Pardo de Minas;0;Moro no mesmo município do polo;2020;Feminino;Parda;Casado(a);Outro;Até 20 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;Presencial;Não;Noite;De segunda a sexta;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador;0
46;Várzea da Palma;Letras Inglês - Licenciatura;Várzea da Palma;0;Moro no mesmo município do polo;2020;Masculino;Parda;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador;0
42;Carlos Chagas;Pedagogia - Licenciatura;Carlos Chagas;0;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;Presencial;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
46;Carlos Chagas;Pedagogia - Licenciatura;Carlos Chagas;0;Moro no mesmo município do polo;2020;Feminino;Parda;Divorciado(a);Outro;Até 20 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Não;Manhã;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
47;Carbonita;Letras Português - Licenciatura;Itamarandiba;46.47;Até 50km;2020;Feminino;Parda;Casado(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Sim;Tarde;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
42;Monte Azul;Letras Inglês - Licenciatura;Monte Azul;0;Moro no mesmo município do polo;2020;Masculino;Branca;Casado(a);Sim, atuo no setor privado;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
45;Taiobeiras;Letras Português - Licenciatura;Taiobeiras;0;Moro no mesmo município do polo;2020;Feminino;Parda;Casado(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Custos mais baixos para concluir o curso;Não;Em casa de familiares e/ou amigos;Não tenho necessidades especiais;Smartphone;1
44;Turmalina;Geografia - Licenciatura;Turmalina;0;Moro no mesmo município do polo;2020;Feminino;Branca;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Sim;Noite;De segunda a sexta;outros;Sim;Em casa;Não tenho necessidades especiais;Computador;0
37;Pedra Azul;Educação Física - Licenciatura Plena;Pedra Azul;0;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;Custos mais baixos para concluir o curso;Sim;Em casa;Não tenho necessidades especiais;Computador;0
46;Itamonte;Letras Português - Licenciatura;Itamonte;0;Moro no mesmo município do polo;2020;Feminino;Branca;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
44;Rubelita;Letras Português - Licenciatura;Salinas;30.447;Até 50km;2020;Feminino;Parda;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
43;Pirapora;Educação Física - Licenciatura Plena;Buritizeiro;7.926;Até 50km;2020;Feminino;Parda;Casado(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
33;Pirapora;Educação Física - Licenciatura Plena;Buritizeiro;7.926;Até 50km;2020;Masculino;Preta;Casado(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Manhã;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Não;Outro;Não tenho necessidades especiais;Computador;0
40;Lagoa Santa;Educação Física - Licenciatura Plena;Lagoa Santa;0;Moro no mesmo município do polo;2020;Masculino;Parda;Casado(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
44;Jequitinhonha;Geografia - Licenciatura;Jequitinhonha;0;Moro no mesmo município do polo;2020;Masculino;Parda;Solteiro(a);Sim, atuo no setor privado;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Smartphone;0
66;Belo Horizonte;Letras Inglês - Licenciatura;Lagoa Santa;36.636;De 50km a 100 km;2020;Feminino;Amarela;Divorciado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;outros;Não identificado;Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;outros;Sim;Outro;Não tenho necessidades especiais;Computador;0
44;Brasília de Minas;Geografia - Licenciatura;Brasília de Minas;0;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Não;Em casa de familiares e/ou amigos;Visual;Computador;1
43;Novorizonte;Letras Português - Licenciatura;Salinas;28.719;Até 50km;2020;Feminino;Parda;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);De 1 a 3 anos;Sim;A distância (ou semipresencial);Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
44;Virgínia;Letras Português - Licenciatura;Itamonte;34.796;De 50km a 100 km;2020;Feminino;Branca;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
45;Ninheira;Letras Português - Licenciatura;Taiobeiras;102.029;Mais de 200 km;2020;Masculino;Branca;Casado(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;Presencial;Sim;Noite;Sábados e domingos;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;0
41;Turmalina;Geografia - Licenciatura;Turmalina;0;Moro no mesmo município do polo;2020;Masculino;Preta;Casado(a);Outro;Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
44;Lagoa Santa;Letras Inglês - Licenciatura;Lagoa Santa;0;Moro no mesmo município do polo;2020;Feminino;Branca;Solteiro(a);Outro;Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Não;Manhã;De segunda a sexta;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;0
44;Carlos Chagas;Letras Português - Licenciatura;Carlos Chagas;0;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Sim;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
54;Brasília de Minas;Geografia - Licenciatura;Brasília de Minas;0;Moro no mesmo município do polo;2020;Feminino;Preta;Casado(a);Sim, atuo no setor privado;Até 20 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Presencial;Não;Noite;Sábados e domingos;Facilidade de acesso às aulas e ao material didático;Sim;Em casa de familiares e/ou amigos;Não tenho necessidades especiais;Computador;0
45;Brasília de Minas;Geografia - Licenciatura;Brasília de Minas;0;Moro no mesmo município do polo;2020;Feminino;Parda;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Outro;Computador;1
51;Turmalina;Geografia - Licenciatura;Turmalina;0;Moro no mesmo município do polo;2020;Feminino;Amarela;Casado(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Não;Noite;De segunda a sexta;outros;Sim;No Polo;Outro;Computador;1
46;Pedra Azul;Educação Física - Licenciatura Plena;Pedra Azul;0;Moro no mesmo município do polo;2020;Masculino;Parda;Solteiro(a);Sim, atuo no setor privado;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;0
42;Capelinha;Educação Física - Licenciatura Plena;Capelinha;0;De 100 a 200 km;2020;Feminino;Parda;Solteiro(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador;1
43;Capelinha;Educação Física - Licenciatura Plena;Capelinha;0;Moro no mesmo município do polo;2020;Masculino;Parda;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;Presencial;Sim;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
46;Jaíba;Letras Inglês - Licenciatura;Janaúba;73.201;De 50km a 100 km;2020;Masculino;Branca;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
42;Pirapora;Letras Inglês - Licenciatura;Várzea da Palma;41.539;Até 50km;2020;Feminino;Branca;Divorciado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
41;Contagem;Letras Inglês - Licenciatura;Lagoa Santa;47.809;De 50km a 100 km;2020;Feminino;Branca;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;Presencial;Sim;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
44;Vespasiano;Educação Física - Licenciatura Plena;Lagoa Santa;10.579;Até 50km;2020;Feminino;Parda;Divorciado(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
41;Varzelândia;Pedagogia - Licenciatura;São João da Ponte;31.427;Até 50km;2020;Feminino;Branca;Solteiro(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;outros;Em escola(s) particular(es);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Smartphone;0
44;Pirapora;Educação Física - Licenciatura Plena;Buritizeiro;7.926;De 100 a 200 km;2020;Masculino;Parda;Solteiro(a);Outro;Mais de 40 horas;Mais de 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
41;Carlos Chagas;Pedagogia - Licenciatura;Carlos Chagas;0;Moro no mesmo município do polo;2020;Feminino;Parda;Casado(a);Não, não estou trabalhando;Não estou trabalhando;Mais de 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Sim;A distância (ou semipresencial);Sim;Manhã;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
44;Carlos Chagas;Letras Português - Licenciatura;Carlos Chagas;0;Mais de 200 km;2020;Masculino;Parda;Solteiro(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
44;Buritizeiro;Educação Física - Licenciatura Plena;Buritizeiro;0;Moro no mesmo município do polo;2020;Feminino;Preta;Casado(a);Não, não estou trabalhando;Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;Presencial;Sim;Manhã;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
42;Montes Claros;Educação Física - Licenciatura Plena;Buritizeiro;175.051;De 100 a 200 km;2020;Feminino;Parda;Casado(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;Presencial;Sim;Noite;Sábados e domingos;Custos mais baixos para concluir o curso;Sim;Em casa;Não tenho necessidades especiais;Computador;0
